id,steamID,name,price,short_descritiption,genres[],publishers[],release_date
1349,526450,Hack Time,2.99,"Once again, your mission is to penetrate a strange organization’s infrastructure to discover their secrets. Your employer needs help discovering who is out to get her and she only trusts you to take on this perilous mission. Hack Time uses old-school prompts (like DOS and UNIX) to access virtual programs and systems.",[i273 LLC],[Adventure/Simulation/Strategy],18/7/2017
1350,526540,8infinity,0.51,"8infinity (8 infinity) is a dynamic and rhythm game where the player reaches eights “8” - levels of infinity.",[Forever Entertainment S. A.],[Action/Casual/Indie],23/9/2016
1351,526550,PitchFork,14.99,"Your car breaks down on the side of the road. A young child appears screaming for your help and then disappears into the corn Now, you must save this child - whoever she is. Pitchfork is both terrifying and enjoyable, with a story line that will keep you guessing.",[Iron Guard Cyber Security],[Action/Adventure/Casual/Indie/Early Access],29/9/2016
1352,526980,Handball 17,9.99,"Find the 82 official teams from the most prestigious European leagues in the best handball simulation. Experience all the sensations of handball thanks to the easy-to-use controls, dynamic Career mode and fast-flowing matches, in both single player and multiplayer modes.",[Nacon],[Sports],15/11/2016
1353,527100,Star Trek™: Bridge Crew,9.99,"Star Trek™: Bridge Crew, playable in both VR and non-VR, will immerse you in the Star Trek universe. In co-op, form a crew of four players to serve in the roles of Captain, Helm, Tactical or Engineer. Make strategic decisions and coordinate actions with your crew.",[Ubisoft],[Casual/RPG/Simulation],30/5/2017
1354,527190,WORLD END ECONOMiCA episode.03,12.99,"The conclusive episode in this visual novel trilogy is set in the far future on the moon. Will Hal's dream be realized? It's been 8 years since the events of episode.01. With the economics of lunar city going out of control what is going to happen next?",[Sekai Project],[Casual/Indie],21/12/2016
1355,527230,For The King,5.99,"For The King is a strategic RPG that blends tabletop and roguelike elements in a challenging adventure that spans the realms. Set off on a single player experience or play cooperatively both online and locally.",[Curve Games],[Adventure/Indie/RPG/Strategy],19/4/2018
1356,527350,CGWallpapers,4.99,"CGWallpapers offers exclusive wallpapers of computer generated artwork submitted by the most talented digital artists around the world. This package consists of 100 'best of' wallpapers at 4K PNG, UltraWide and mobile resolutions.",[Flamy Frog Interactive],[Design & Illustration/Photo Editing],30/11/2016
1357,527380,Captain Kaon,6.99,"Captain Kaon is a retro twin-stick gravity shooter inspired by 1980s classics such as Thrust and Gravitar. Captain Kaon pairs vibrant Amiga-style pixel art with a tight twin-stick control mechanic. Relive this forgotten shmup sub-genre!",[Engage Pixel],[Action/Indie],14/4/2017
1358,527750,Merger 3D,0.65,"2048AD - the year in which humanity was faced with bio-terrorism. The desire to reach the next stage of evolution, which ran contrary to the facts of nature, formed the study of illegal modification to human cells. Because of this, a special unit was formed by mercenaries who opposed human experimentation.",[Sometimes You],[Action/Indie],29/9/2016
1359,527800,War Cube,0.53,"War Cube is a strategy game, each team is on a face of the cube and the player must turn sideways to position your troops so that they stop in an attacking position, being behind or beside the enemy.",[PROATIV GAMES],[Casual/Indie],12/9/2016
1360,528460,Rogalia,0,"Rogalia is the sandbox with fantasy open world, meal-based character leveling, nice graphics and cozy atmosphere.",[TatriX],[Adventure/Indie/Massively Multiplayer/RPG],15/10/2018
1361,528510,Turbo Pug 3D,1.99,"Turbo Pug is back! And this time, he's three dimensional! Join Turbo Pug and friends, sprint your way through a randomly generated voxel world with scaling difficulty. Turbo Pug 3D - Fast paced, casual fun.",[Back To Basics Gaming],[Casual/Indie],20/9/2016
1362,528670,Elems,0.99,"Elems is an arcade logic game and its goal is to collect the Orb of Life Shards, scattered across 32 levels in 4 zones: Hellish, Icy, Stone and Water zone.",[Fifth Dimension Company],[Casual/Indie],11/11/2016
1363,528900,Multirotor Sim 2,4.99,"Experience the speed of FPV Racing. Upgrade with new parts and set the records!",[Vadim Silver],[Indie/Racing/Simulation/Sports],9/12/2019
1364,528970,SOS Survival,9.99,"You have been abducted and you must learn to survive on this unknown planet. You will need to explore the planet, feed yourself, find supplies and build a base.",[StudioFriends],[Action/Indie/RPG],31/10/2018
1365,529040,Fine China,2.99,"Fine China is a VR 'you-break-it-you-buy-it' simulator for the HTC Vive, in which you have to make your way through an antique store without breaking too much.",[Fine China Games],[Casual/Indie/Simulation],5/5/2017
1366,529130,Expect The Unexpected,1.49,"Expect The Unexpected is a roguelike, fast-paced, turn-based game with RPG elements. Interact with random generated maps in which you have to deal with hundreds of different events and situations. What will you be? What will you become?",[GoldenGod Games],[Casual/Indie/RPG/Strategy],8/12/2016
1367,529160,Moekuri: Adorable + Tactical SRPG,11.99,"It's adorable! It's tactical! The doujin/indie SRPG - Moékuri! 151+ Cute Creatures to try, over a solid grid-based tactical system! Fight through 25 story stages with your own unique strategy!",[Culture Select],[Indie/RPG/Strategy],16/12/2016
1368,529180,Dark and Light,17.99,"Dark and Light is a vast sandbox survival RPG set in a world dominated by powerful elemental forces. Find your way in a meticulously crafted world, featuring breathtaking landscapes, a wide variety of mythical creatures, and limitless possibility to craft, build, and unlock dozens of powerful weapons, spells, and skills.",[Snail Games USA],[Action/Adventure/Massively Multiplayer/RPG/Simulation/Early Access],20/7/2017
1369,529280,TEOT - The End OF Tomorrow,3.99,"IMPORTANT!!! This is a demo prerelease beta version.Game guide:To start Choose the language and level of difficulty using Vive Controller. Direct it to 'Enter Virtual Reality' and hard pull the Vive trigger button twice. The game will start when the visual start.In game need to know: Press the grip to hold the gun or dagger.",[Edsenses Creative Co., Ltd],[Action/Adventure/Casual/RPG/Simulation/Strategy/Early Access],30/9/2016
1370,529640,SteamVR Driver for FOVE,0,"This driver adds support for the FOVE 0 head-mounted display to SteamVR.",[FOVE, Inc.],[],11/1/2019
1371,529730,Seabed Prelude,0,"Embark on a journey through a post-apocalyptic underwater steampunk world! Get ready for a musical adventure with detective elements. Discover the secrets behind the city-domes and unravel the mystery of Constructors.",[MythicOwl],[Adventure/Casual/Indie/Simulation],24/2/2017
1372,529780,Disturbed,0,"Play as a farmer who struggles to manage a failing farm. You come to a point where there is no more hope, and you must do something.",[iBlackpen],[Adventure/Casual/Free to Play/Indie/Simulation],3/10/2016
1373,529900,Polygon Attack,0.99,"Break through unlimited waves of enemies and fight unpredictable bosses!",[Magnolia Art],[Action/Adventure/Casual/Indie],27/12/2016
1374,530360,Requiescence,9.99,"Dive into the story of Kymil, a young ice mage on a quest to unravel the mystery behind his uncle's death. As the world you know shatters around you, will you find a place for romance while the stakes climb higher?",[Argent Games],[Casual],22/9/2016
1375,531070,The Tower - Fantogame,1.99,"Climb the tower using the lowest number of attempts",[Fantogame],[Casual/Indie],20/9/2016
1376,531530,Polygod,0,"Polygod is a rogue-like, randomly generated, single &amp; multiplayer FPS with a brutal difficulty curve.",[Krafted Games],[Action/Indie/Strategy],17/8/2018
1377,531780,Castle Explorer,9.99,"Castle Explorer - The Magical board game for 1 to 8 players. Set in a vibrant fantasy realm where players take on the roles of courageous heroes willing to brave the legendary dangers of the castle. Fortune awaits those able to reach the dragon’s lair and get out alive.",[MightyCodeDragon],[Casual/Indie/Strategy],31/3/2017
1378,532080,Apocalypse Mechanism,14.99,"The Angel descends，cleaning of human. For survival，human became giants too in our armor, Soul Force its beating heart. The last war shall begin.",[Mirage Interactive],[Action/Adventure/Free to Play/Early Access],11/6/2018
1379,532170,WaveLand,4.99,"Enter a world of speed, inspired by platform fighters. Explore the hub and wavedash your way to the top of the leaderboards! New Dark Levels!",[rologfos],[Action/Adventure/Indie/Racing],18/4/2017
1380,532190,Super Blood Hockey,14.99,"Create and manage your own team in a violent, dystopic world of no-rules, fast-paced, arcade-style, ice hockey action. Adjust training regimens, control diets, administer black market pharmaceuticals, and provide healthcare (or not) to a ragtag team of prison convicts at the mercy of your underhanded tactics.",[Loren Lemcke],[Indie/Sports],17/8/2017
1381,532800,ComPet - Epic Beast Battles,0,"Welcome to ComPet, where ruthless nobles battle their pets to win untold wealth and everlasting glory!Seize victory by cleverly training your pets, stealthily raiding your enemies and bravely defending your village!",[MindArk PE AB],[Free to Play/Strategy/Early Access],29/11/2016
1382,533040,Dark Parables: The Thief and the Tinderbox Collector's Edition,9.99,"Wishes can be deadly.",[Big Fish Games],[Adventure/Casual],22/9/2016
1383,533050,Lazy Galaxy: Rebel Story,4.99,"Start a Rebellion! Lead your ships to take down the evil O'Xelg base in this squad-based shoot-em-up!",[Coldwild Games],[Action/Indie],22/8/2018
1384,533960,Scary Humans,9.99,"Experience the game at its fullest intensity in this procedural survival! Enjoy its retro style while challenging yourself on a wild difficulty of levels, just as the 80s games were. Will you be able to find a way out of an MIC and escaping from those scary humans?",[Gabhel Studios],[Indie],26/10/2016
1385,534230,Quell 4D,19.99,"A high-octane FPS made specifically for VR. Inspired by mid 90's retro shooters, Quell 4D combines free movement, an arsenal of unique weapons and a lineup of varied enemies and bosses to bring you hours upon hours of fun gunplay.",[Rubycone],[Action/Indie],14/10/2016
1386,536430,The Revenge of Johnny Bonasera: Episode 1,3.99,"Hilarious adventure game designed in a TV cartoonish style.",[Rafael García],[Adventure/Indie],31/10/2016
1387,536530,Marlene Betwixt,3.99,"Marlene is a tense and immersive psychological horror story in which you star as the protagonist Ewan Brody. Ewan is on his way to visit his estranged sister at her remote cottage after hearing the news that his Niece Marlene has gone missing or possibly something worse. . .",[Uzi Games],[Action/Adventure/Casual/Indie],25/10/2016
1388,536660,JCB Pioneer: Mars,24.99,"JCB Pioneer: Mars drops you onto the surface of The Red Planet. Your mission: To survive and prepare Mars for future human colonization.",[GamesCo],[Action/Adventure/Indie/Simulation/Early Access],1/9/2017
1389,536800,FILE 9,59.99,"FILE 9 built by Alfred Cypress, is one of the Sub Terminal Areas housing several areas within Terminal for Cypress training. Each designed with their own unique features, using everything from stealth, weapons, searching, and sometimes strategy to achieve objectives.",[Cypress Inheritance, LLC],[Action/Adventure/Indie/Strategy],30/9/2016
1390,536890,Glittermitten Grove,9.99,"Just like the faeries in your garden, we love collecting berries for our prickleberry loaves and finding treasure with our special fribblesham fireworks. Come join us in our faerieland, full of strange adventure!",[],[Simulation/Strategy],13/12/2016
1391,536950,Legend of Ares,0,"Legend of Ares is a MMORPG set in a medieval fantasy featuring the God of War, Ares mythology. Players can choose two different faction to join either The Empire or The Alliance featuring four different classes Knight, Spearman, Archer, and Sorcerer.",[RedFox Games],[Free to Play/Massively Multiplayer],31/5/2017
1392,536960,No Way Out - A Dead Realm Tale,19.99,"No Way Out: A Dead Realm Tale is a chilling VR experience that takes you to hell and back! Race against the clock as you solve puzzles in this haunted mansion caught between our world and the Dead Realm. Will you escape? Or will you become just another lost soul trapped in Huxley’s Mansion?",[3BLACKDOT],[Action/Adventure/Indie/Strategy],26/10/2018
1393,538040,Dante's Forest,0.99,"Dante's Forest is an immersive VR action horror game built for the HTC Vive. Alone in a haunted forest you find yourself surrounded by wave after wave of ghostly creatures. By pure chance you discover that the beam of your flashlight will vaporize the sinister specters... for a while.",[Zale Bush],[Action/Indie/Simulation],15/11/2016
1394,538070,Bad Dream: Coma,8.99,"Welcome in Bad Dream: Coma. A point&amp;click game where unique minimalistic art style creates an unforgettable and atmospheric experience. Travel through the surreal and disturbing dreamland where everything depends on your actions. You can't die but you can suffer greatly...",[Games Box/Ultimate Games S.A.],[Adventure/Indie],9/3/2017
1395,538510,Trickshot,19.99,"Trickshot is a new take on the classic platformer. Explore various environments while shooting and grabbing your way to the top of the leaderboards.",[NoRulesMakeGame],[Adventure/Casual/Indie],7/4/2017
1396,538700,TURGUL: RAPID FIGHTING,0.99,"A new story fighting game awaits to be played. Turgul: Rapid Fighting will bring your fighting game experience to a whole new level.",[OtakuMaker.com],[Action/Adventure/Casual/Indie/RPG/Sports],19/12/2016
1397,538840,City Climber,6.99,"City Climber is a silly physics-based game about a floppy ragdoll climber, who has to save the world. Find your way through diverse hand-crafted environments and enjoy funny challenges full of falling and destruction.",[Ondrej Angelovic],[Action/Adventure/Casual/Indie/Simulation/Sports],24/2/2017
1398,538950,Plenty: Skyhearth,0,"You are here to kill as many birds as you can with your bow and your HTC Vive or Oculus Rift. Skyhearth features tracked motion controller aiming for Vive and head aiming for Rift and Vive. It's easy to play and challenging to master.",[Tiny Lions Inc.],[Action/Casual/Free to Play/Indie/RPG],20/10/2016
1399,539090,Clazer,29.99,"Clazer is a simulation that allows you to experience the art of sport shooting from the comfort and convenience of virtual reality.",[SynapticSwitch, LLC/LeadTech, LLC],[Simulation/Sports],27/12/2016
1400,539290,Brick Breaker,9.99,"Brick Breaker, the classic arcade game, is back with a breathtaking new version. Get ready for some seriously explosive gameplay filled with surprises. Collect bonuses, avoid traps and play your way to victory across all the levels. Play with up to 4 players in local mode.",[Nacon],[Casual],20/2/2017
1401,539750,Kombine,0.51,"Kombine is a minimalist puzzle game played on a grid. The goal is to remove all of the blocks that have borders by matching three or more of the same blocks together.",[Robert Alvarez],[Casual/Indie/Strategy],14/10/2016
1402,541350,Calm Waters: A Point and Click Adventure,0.49,"Tourists disappearing and blood-curdling screams from a mysterious island out to sea...What secrets does this holiday paradise hold? Perhaps it's time to find out...",[Tayanna Studios],[Adventure/Casual/Indie],12/6/2017
1403,541570,Sally Face - Episode One,2.99,"Delve into a dark adventure following the boy with a prosthetic face and a tragic past. Unravel the sinister mysteries of Sally's world to find the truth that lies hidden beneath the shadows.",[Portable Moose],[Adventure/Indie],14/12/2016
1404,541670,Disney Infinity 3.0: Gold Edition,29.99,"Enjoy Disney Infinity with a Full Toy Box! Disney Infinity 3.0: Gold Edition includes Star Wars with the existing collection of Marvel and Disney characters and worlds, and NOW with all Characters and Playsets Unlocked. Embark on adventures as big as your imagination in the 3.0 Toy Box!",[Disney],[Action/Adventure],9/12/2016
1405,541760,The Frontier,9.99,"The Frontier is a blend between business simulation and survival, exploration games. Starting from nothing: explore, gather resources, craft items, and try to survive your world — all while building up your business empire and great fortune.",[Nikku Nomura],[Adventure/Indie/RPG/Simulation/Early Access],24/10/2016
1406,541930,Panoptic,11.89,"Panoptic is a local multiplayer VR game that pits you against a friend, where you play as either the giant Overseer or tiny Challenger in a stealthy game of cat and mouse. Will the Challenger slip away undetected through the crowds, or will the Overseer track them down with their powerful laser eye?",[Team Panoptes],[Action/Indie],8/10/2020
1407,542050,Forgotton Anne,19.99,"Step into a hand-animated realm of wonder in which everyday objects take on a life of their own. Uncover the Forgotlings’ mysteries &amp; harness magical forces as you embark upon a quest to return home.",[ThroughLine Games],[Action/Adventure/Casual/Indie],15/5/2018
1408,542110,FriendShip,0.54,"You and your friends will have to communicate and work together (yelling at each other) to keep the ship going!",[2Tall Inc.],[Casual],16/12/2016
1409,542260,The Herbalist,5.99,"'The Herbalist' is a smooth and meditative game from the creators of 'Everlasting Summer'. You'll need to recreate some recipes of ancient potions with Slavya.",[Moonworks],[Casual/Indie],15/11/2016
1410,542400,Pixel Gladiator,4.99,"Distant future… Brutal gladiatorial battles is a top-rated show, extremely popular all over the Universe. You’ve been sent to the abandoned planet as one of the participants of the show. Your goal is to survive as long as possible, fighting back deadly creatures in the focus of billions of viewers.",[Flying Islands Team],[Action/Indie],8/9/2017
1411,542550,Plankton,1.99,"Minimalist style game : plankton simulation, an electronic pet generated by math codes. Under your care it will slowly grow up and evolve.",[PanGuoJun],[Casual/Indie/Simulation],27/10/2016
1412,542670,Extreme Skiing VR,7.99,"“Extreme skiing VR” is a sports game with multiplayer networking aiming at massive sports amateurs. When playing the game, players need to handle a hand shank to stimulate the ski pole and use skills to challenge theski tracks so as to compete the speed with other players.",[乐客游戏],[Adventure/Sports],24/10/2016
1413,542740,Balloon Blowout,0.99,"Balloon Blowout invites you to pop weird and wacky balloons! In this colorful puzzler, balloons have escaped and you must pop them all before they get away. You get points for each popped balloon and additional points for grouped balloons or for popping balloons of identical color.",[EnsenaSoft],[Action/Casual],28/10/2016
1414,542850,Dystopy,0,"DYSTOPY is a hybrid game mixing elements of a beat em’ up action game and a platformer. The journey focuses around Sasha, a young mechanic and her robot R0-X4-N3.",[Campus ADN],[Action/Indie],28/2/2017
1415,542940,Kickoff Legends,0,"Kickoff Legends is a multi-player, cross-platform football team management game. It's a real time football multi-player game that is fast and fun. Matches are played in real time. Any platform against any platform!",[StudioQi],[Casual/Free to Play/Massively Multiplayer/Simulation/Sports],13/12/2016
1416,543050,ARC Continuum,9.99,"ARC Continuum is an action/adventure game set on a new sci-fi world rich with ancient history that has been violently occupied by the vicious alien Kasaar race. Use the ARC to slow, rewind or manipulate the flow of time and liberate your homeworld.",[Akimbo Creations],[Action/Adventure/Indie],4/5/2017
1417,543240,√Letter - Root Letter -,1.99,"When a letter is delivered 15 years late - you discover an old pen-friend was involved in a murder, before she disappeared. Travelling to her hometown, you must investigate the murder, using her past letters as clues to uncover the disturbing truth.",[DRAGAMI GAMES, LTD.],[Adventure],7/7/2017
1418,543360,Relaxation balls,0.99,"Soothing game. Created to relieve psychological stress in people of different ages. Helminth Valera, Horse Anton Bober Vasily return!!!",[DIAMOND FOX],[Action/Adventure/Casual/Indie/Simulation],8/11/2016
1419,543650,Last Days,0,"Save or enslave? 'Last Days' is a survival, zombie, horror, rpg game where every choice matters and will affect you long term.",[2ndDimensionGhost],[Violent/Gore/Action/Adventure/Free to Play/Indie/RPG/Early Access],20/10/2016
1420,544220,Damage: Sadistic Butchering of Humanity,4.2,"Idea of Damage is simple: kill as many people as possible! Damage is a black humor 2D action adventure game where you roam freely in a wide urban setting killing thousands of enemies. New Arcade-mode lets you quickly get into action, try different weapons and drugs.",[Suomi-Peli],[Sexual Content/Nudity/Violent/Gore/Action/Adventure/Indie/Early Access],11/12/2016
1421,544990,NOBUNAGA'S AMBITION,12.99,"Nobunaga's Ambition, the first of the series, was released in 1983. Players assume the mantle of either Nobunaga Oda or Shingen Takeda and strive to conquer the entire land (17 areas in the Kansai and central Japan region). They manage their country to make it rich, then prepare their military forces.",[KOEI TECMO GAMES CO., LTD.],[Strategy],13/12/2016
1422,545000,Aoki Ookami to Shiroki Mejika,12.99,"Aoki Ookami to Shiroki Mejika was first released in 1985. Players become Temujin, who has just become 20, and fight to unify the Mongolian plains. After uniting the plains, you are renamed Genghis Khan and proceed to conquer Eurasia. Grow rich and conquer all you come across.",[KOEI TECMO GAMES CO., LTD.],[Strategy],13/12/2016
1423,545180,Muffled Warfare - Echolocation Shooter,9.99,"Muffled Warfare is a multiplayer first-person echolocation shooter where everyone is blind and uses sounds to SEE, SHOOT and SILENCE their competition. You've heard of that blind superhero that dresses up like a devil in red right? Yea, think that, but with guns.",[Gattai Games],[Action/Indie/Simulation/Early Access],27/4/2018
1424,545470,Hover Hazard,0.49,"1 - 4 player/s. Navigate your spaceship inside a deadly arena. Dodge bullets, saws and lasers, while avoiding and using other obstacles in your way.",[SA Industry],[Casual/Indie],21/10/2016
1425,545590,Button Tales,0.99,"Button Tales is a breathtaking and challenging Match 3 game with innovation mechanics. This is a real fresh perspective on the Match 3 genre. Meet cute characters and explore the breathtaking environment. The wonderful music and effects will help you delve right into the game.",[Anvate Games],[Casual],22/12/2016
1426,545850,Shady Brook - A Dark Mystery Text Adventure,2.99,"Explore a small country town with a twisted secret in this dark, Twin Peaks-inspired mystery text adventure that combines the best elements of classic interactive fiction, visual novels, and gamebooks.",[Unimatrix Productions],[Adventure/Casual/Indie/RPG],24/10/2016
1427,545960,Wild Animals - Animated Jigsaws,9.99,"'Animated Jigsaws' is a jigsaw puzzle game with videos instead of pictures. 'Wild Animals - Animated Jigsaws' contains moving images of lion,tiger,elephant,giraffe,gorilla,zebra,koala,kangaroo,giant panda and surprised king penguin colony.",[BottleCube inc.],[Casual/Simulation],7/11/2016
1428,545980,Voodoo Vince: Remastered,14.99,"The classic character platformer is back after 13 years and newly remastered! Help Vince run, jump and fight his way through cemeteries, swamps and an evil carnival as he seeks to save his creator Madam Charmaine from the clutches of Kosmo The Inscrutable.",[Beep Games, Inc.],[Action/Adventure],17/4/2017
1429,546050,Puyo Puyo™Tetris®,19.99,"Two puzzle game juggernauts collide as global phenomenon Tetris® and SEGA’s famous Puyo Puyo™ combine in a super mash-up of ferocious competition, adorable looks, and addictive puzzle fun!",[SEGA],[Action/Casual],27/2/2018
1430,546210,Unforgiven VR,9.99,"Conquer the west by becoming the best duelist ever. Unforgiven brings you the thrill and tension of a true western VR duel. Face another player in an experience where a split second can decide who lives and who dies. Thrive in the ruthless social world of Unforgiven and become a true legend.",[Talking About Media],[Action/Indie/Sports/Early Access],23/2/2017
1431,546610,Acro Storm,4.99,"Prepare to undertake a journey that's a bit more than it seems in the futuristic, interstellar world of competitive airbike racing! As you scream around tracks and dodge dangerous weaponry, always remember; in a competitor's life, there's always more than a prize at stake...",[Blue Comet Games],[Indie/Racing/Sports/Early Access],28/12/2016
1432,546700,The Butterfly Sign,4.99,"The Butterfly Sign is a detective story putting players into the role of the survivor of a disastrous incident. The protagonist takes an experimental drug which immerses him in the depths of his mind. In his memories, he will discover the ones responsible for the disaster, little by little, step by step…",[Quantum Phoenix Studio],[Action/Adventure/Indie],13/12/2016
1433,547150,The Morgue Fissure Between Worlds,0.99,"Descend into darkness... The Morgue Fissure Between Worlds, provides a dark mysterious environment that is waiting to be discovered. Your world is connected with many others. There are things that must be forgotten, relics that must be discovered, and worlds to be charted....",[N/A],[Adventure/Indie],30/3/2017
1434,547410,Peak Angle: Drift Online,11.99,"Peak Angle: Drift Online is a real-time massively multiplayer online (MMO) simulator for PCs running on Windows platform. The concept of the game is based on drifting competitions in Player vs Player mode.",[],[Massively Multiplayer/Racing/Simulation/Sports],24/11/2016
1435,547440,7D Game （VR for VIVE）,0,"It's a game player could use voxels to create different WORLDs. It's a virtual reality game on SteamVR(HTC VIVE). Though the game is highly inspired by such great games like Minecraft and Besiege, it's specially designed for VR equipment, in which there are a fully developed physical system and more importantly an open-source product...",[上海游七网络科技有限公司],[Free to Play/Indie/Simulation],26/10/2016
1436,548220,Paladin,6.99,"You are earth's last hero - defend civilization from annihilation.Protect the cities, destroy the aliens and upgrade your fighter. Drive back the vile invading scum and save mankind in this frantic twin-stick shooter!",[Pumpkin Games],[Action/Indie],21/3/2017
1437,548290,Dark Eden,0,"‘Dark Eden’, the real R.P.G game, will provide you a new experience you did not have from the other games before. Welcome to the world of ‘Dark Eden’ themed in Vampire which isdifferentiated from the typical fantasy world.",[SOFTON ENTERTAINMENT],[Free to Play/Massively Multiplayer/RPG],28/11/2016
1438,548560,Manastorm: Champions of G'nar,4.99,"In the realm of G'nar you are a spell casting, minion summoning, magic card playing, bow wielding wizard. Equipped with your enchanted deck of cards, step into battle and fight to become the Champion of G'nar.",[DaGGaSoft],[Indie/RPG/Simulation/Strategy/Early Access],3/1/2017
1439,548760,CameraBag Photo,0,"CameraBag Photo has the advanced tools you need to make your images look just how you want, but in an interface that makes it incredibly easy to re-use the styles you develop as custom filters. Or to start with existing presets to emulate classic film stock, or to batch apply the same style to hundreds of photos.",[Nevercenter],[Design & Illustration/Photo Editing/Utilities],1/11/2016
1440,549080,Tank Warfare: Tunisia 1943,39.99,"Tank Warfare: Tunisia 1943 - tactical battalion level combat simulation. During the Tunisian Campaign in winter 1943 German Panzer battlegroups launch a counteroffensive against the Allied forces to drive them out of Eastern Dorsal.",[Strategy First],[Simulation/Strategy],1/5/2017
1441,549160,Army Men,5.99,"Every conquering army needs a great leader. Even the plastic ones! Take control as the sergeant in the field, leading your men into the heat of battle in this tactical action game.",[2K],[Action/Adventure],20/12/2017
1442,549740,Indie Game Sim,7.99,"Become an indie game developer! Make your own games by hand and publish them on a fantasy market like Steam. Earn fans, receive brutal reviews, and battle your inner demons. Can you become the creator of your dreams?",[Lost Decade Games],[Action/Indie/Simulation],8/12/2016
1443,549860,One Night Stand,2.99,"After a night of fun, passion, and one too many drinks, you wake up the next morning to find a complete stranger lying naked beside you in bed. What do you do?",[Kinmoku],[Adventure/Casual/Indie/Simulation],7/11/2016
1444,549900,Leviathan Starblade,2.99,"Leviathan Starblade is a vertical scrolling shmups (shoot’em up), but along with the standard forward facing guns each player ship also comes equipped with a turret. This turret can fire or swing your Starblade in any direction. The Starblade can be used to cut down most enemy projectiles.",[Drahcir],[Action],3/11/2016
1445,550080,VALKYRIE DRIVE -BHIKKHUNI-,29.99,"VALKYRIE DRIVE -BHIKKHUNI- is the all-new all-action brawler from the creators of SENRAN KAGURA. The girls of Bhikkhuni are infected with the mysterious VR-Virus and the only way to control it is to fight.",[Marvelous],[Action],20/6/2017
1446,550200,World Destroyers,6.99,"World Destroyers is a fast-paced, skill-testing, multiplayer space shooter that pays homage to classic games such as Asteroids, but with modern high-speed action.",[HardHead Games],[Action/Indie],14/3/2017
1447,550320,art of rally,24.99,"Race in the golden era of rally. Drive iconic cars from the 60s to Group B on challenging stages through stylized environments inspired by real worldwide locations. Will you master the art of rally?",[Funselektor Labs Inc.],[Action/Indie/Racing/Simulation/Sports],23/9/2020
1448,550400,Delicious - Emily's Hopes and Fears,12.99,"'Join a father on an epic journey to save his little girl's life!'",[GameHouse],[Adventure/Casual/Indie/Strategy],2/1/2017
1449,550600,Sphere Complex,4.99,"Roll, jump and boost a path through over 40 single player levels in Sphere Complex! Race against your self with ghost saves of your best times and compete via our online leader boards. Customize your game with multiple skins and colors or make your own maps using our in-game level editor!",[OC Game Studio],[Action/Casual/Indie/Racing/Simulation],18/11/2016
1450,551060,Creekside Creep Invasion,9.99,"Stop the bogus creeps in this hardcore action roguelite! Equip rad perk based armor in five slots, wear and unlock new gnarly costumes with active and passive abilities, use tubular randomized guns, unlock tons of new ammo types and upgrade your awesome mini-mart!",[Ouch Giver Games],[Action/Indie/RPG],11/10/2017
1451,551100,Oblivion's Edge,1.99,"Oblivion’s Edge is an arcade and bullet hell inspired twin stick shooter with multiple game modes and difficulty levels. You are the last pilot on Earth, tasked with slowing down the invasion and giving survivors enough time to escape.",[MMOVentures],[Action/Indie],10/11/2016
1452,551130,Tiki Brawl,0.99,"Feed your tiki-god with your tiki-rivals! Fast-paced little local multiplayer game, up to 5 players.",[RAWR Lab],[Action/Casual/Indie],8/10/2020
1453,551170,Onmyoji,0,"Onmyoji is a turn-based fantasy strategy game with PVP or PVE battles, where you can strengthen your beloved shikigami to build your dream tactical team and defeat various demons to become the ultimate onmyoji. Cross-platform play available for both Steam and English mobile versions.",[NetEase Games],[Adventure/RPG/Strategy],18/4/2018
1454,551680,Bad birthday,0,"You decided to explore the area outside the city to find a suitable place for a birthday picnic with your friends. But......",[Strong Cube],[Adventure/Indie],11/11/2016
1455,551860,Abandon Ship,12.49,"Take command of an 'Age of Sail' ship and her crew, exploring a vast, story-filled world that reacts to your decisions. Engage enemy vessels, fortifications and sea monsters in brutal tactical combat, all framed in an art style inspired by classic Naval Oil Paintings.",[Fireblade Software],[Adventure/Indie/RPG/Strategy],22/10/2019
1456,552030,Artillerists,3.99,"Artillerists is a turn-based isometric strategy. You should destroy the enemy’s armed forces, capture territories, earn money and upgrade your army. In addition to the main types of units and weapons, player can use radar reconnaissance, volley fire, air strikes, artillery strikes and many others...",[SolarLance],[Indie/Strategy],2/1/2017
1457,552230,Doomsday Survival:Training,9.99,"'Doomsday Survival: Training' is a VR somatic game. Players need to make jumps, crouchs and a wide range of moves to escape the deadly laser traps, but also with the same Parkour game to get more scoring props.",[CrazyAi],[Action/Casual/Indie/Sports],30/11/2016
1458,552330,Happy Birthday, Bernard,4.99,"Grow trees to climb up the floating islands back to your home, armed only with a watering can. Careful thought must be used to know where and when to plant and grow the trees. They require sunlight on their leaves and water on their roots to grow.",[Olly Whillans],[Indie],13/12/2016
1459,552350,Unhappy Ever After,0.99,"'In the infinitesimal spaces between the pages of every book lies an unseen universe: smaller perhaps than ours but filled with all the wonders, and horrors, conceivable by the human mind' --- A dark-themed, fantasy, coming of age, RPG, which parodies the classic fairytales.",[Warped Tales],[Adventure/Indie/RPG],20/1/2017
